node_id	node_label
HRA temp-mandibular-foramen-of-mandible
HRA temp-third-common-plantar-digital-artery
HRA temp-inferior-articular-facet-of-seventh-cervical-vertebra
HRA temp-inferior-striate-vein
HRA temp-preantral-follicle
HRA temp-lateral-dorsal-digital-artery-of-fifth-digit-of-hand
HRA temp-posterior-gluteal-line-of-ilium-of-os-coxa
HRA temp-tonsil-secondary-follicle
HRA temp-bulbourethral-artery
HRA temp-shaft-of-first-proximal-phalanx-of-hand
HRA temp-trochlear-notch-of-ulna
HRA temp-central-posterior-body-of-uterus
HRA temp-cell-island
HRA temp-cutaneous-branch-of-medial-proper-palmar-digital-vein-of-fifth-digit-of-hand
HRA temp-clavicular-head-of-pectoralis-major-muscle
HRA temp-post-alveolar-capillary
HRA temp-long-branch-of-vasa-recta-of-colon
HRA temp-inferior-pharyngeal-artery
HRA temp-pre-alveolar-capillary
HRA temp-non-articular-facet-of-tubercle-of-eighth-rib
HRA temp-right-anterior-body-of-uterus
HRA temp-transverse-costal-facet-of-tenth-thoracic-vertebra
HRA temp-longus-capitus-muscle
HRA temp-facet-of-twelfth-rib
HRA temp-vertebral-foramen-of-first-thoracic-vertebra
HRA temp-non-articular-facet-of-tubercle-of-fifth-rib
HRA temp-musculus-uvulae-muscle
HRA temp-sacral-tuberosity-of-sacrum
HRA temp-thumb-medial-lymphatic-channel
HRA temp-frontal-belly-of-occipitofrontalis-muscle
HRA temp-thoracic-intertransversarii-muscle
HRA temp-respiratory-diaphragm-muscle
HRA temp-right-anterior-lower-uterine-segment
HRA temp-articular-tubercle-of-squamous-part-of-temporal-bone
HRA temp-antral-follicle
HRA temp-intertransversarii-laterales-lumborum-muscle
HRA temp-superior-lobar-artery-of-spleen
HRA temp-frontal-sinus-of-frontal-bone
HRA temp-sternal-end-of-fourth-rib
HRA temp-lamina-propria-of-fallopian-tube-infundibulum
HRA temp-segmental-spinal-artery-3
HRA temp-body-of-calcaneus
HRA temp-middle-finger-medial-lymphatic-channel-2
HRA temp-posterior-inferior-iliac-spine-of-ilium-of-os-coxa
HRA temp-left-posterior-lower-uterine-segment
HRA temp-pubic-symphysis-of-pubis-of-os-coxa
HRA temp-posterolateral-artery
HRA temp-superior-nasal-concha-of-ethmoid-bone
HRA temp-septal-perforating-arteries
HRA temp-mastoid-notch-of-mastoid-part-of-temporal-bone
HRA temp-lymphatics-of-pleura-pericardium-heart-thymus-and-left-lung
HRA temp-central-inferior-ovary
HRA temp-ulnar-tuberosity-of-ulna
HRA temp-vena-recta-of-large-intestine-2
HRA temp-sternal-end-of-sixth-rib
HRA temp-superior-mental-spine-of-mandible
HRA temp-meandering-mesenteric-artery
HRA temp-sternal-part-of-respiratory-diaphragm-muscle
HRA temp-outer-uterine-myometrium
HRA temp-right-anterior-hepatic-portal-vein
HRA temp-radial-artery-of-uterus
HRA temp-index-finger-medial-lymphatic-channel
HRA temp-segmental-spinal-artery-5
HRA temp-radial-groove-of-humerus
HRA temp-lateral-vertebral-muscle
HRA temp-transverse-cervical-lymph-node
HRA temp-pectinal-line-of-femur
HRA temp-anterior-arch-of-first-cervical-vertebra
HRA temp-groove-for-transverse-sinus-of-squamous-part-of-occipital-bone
HRA temp-mandibular-neck-of-mandible
HRA temp-body-of-second-cervical-vertebra
HRA temp-superior-vertebral-notch-of-second-cervical-vertebra
HRA temp-inferior-articular-facet-of-eleventh-thoracic-vertebra
HRA temp-transverse-costal-facet-of-fourth-thoracic-vertebra
HRA temp-vertebral-arch-of-tenth-thoracic-vertebra
HRA temp-ring-finger-lateral-lymphatic-channel
HRA temp-head-of-second-distal-phalanx-of-foot
HRA temp-posterior-sacral-foramina-of-sacrum
HRA temp-thalamus
HRA temp-vertebral-arch-of-fifth-lumbar-vertebra
HRA temp-transverse-process-of-coccyx
HRA temp-vertebral-arch-of-third-thoracic-vertebra
HRA temp-pedicle-of-first-cervical-vertebra
HRA temp-mucosal-venule-of-colon
HRA temp-right-posterior-hepatic-portal-vein-2
HRA temp-right-posterior-hepatic-portal-vein
HRA temp-posterior-segmental-medullary-artery
HRA temp-inner-cortex
HRA temp-postglenoid-tubercle-of-squamous-part-of-temporal-bone
HRA temp-jejunal-arcade
HRA temp-sulcal-artery
HRA temp-lamina-propria-of-fallopian-tube-intramural-segment
HRA temp-medial-lymph-trunk-of-principal-axillary-lymph-vessel
HRA temp-anterior-clinoid-process-of-sphenoid-bone
HRA temp-lesser-palatine-foramen-of-palatine-bone
HRA temp-lateral-proper-plantar-digital-artery-of-fourth-digit-of-foot
HRA temp-ring-finger-lateral-lymphatic-channel-2
HRA temp-foramen-lacerum-of-sphenoid-bone
HRA temp-first-palmar-metacarpal-artery
HRA temp-posterior-lateral-nasal-branch-of-sphenopalatine-artery
HRA temp-medial-proper-plantar-digital-artery-of-second-digit-of-foot
HRA temp-superior-articular-facet-of-fourth-lumbar-vertebra
HRA temp-superior-costal-facet-of-eleventh-thoracic-vertebra
HRA temp-supraescapular-lymphatic-channel
HRA temp-neuromeningeal-trunk
HRA temp-non-articular-facet-of-tubercle-of-sixth-rib
HRA temp-plica-of-fallopian-tube-ampulla
HRA temp-medial-dorsal-digital-artery-of-third-digit-of-hand
HRA temp-dorsal-part-of-intertransversarii-laterales-lumborum-muscle
HRA temp-groove-for-sigmoid-sinus-of-mastoid-part-of-temporal-bone
HRA temp-septal-perforating-artery
HRA temp-tibalis-anterior-muscle
HRA temp-thumb-lateral-lymphatic-channel-2
HRA temp-segmental-renal-vein
HRA temp-dorsal-branch-of-medial-proper-palmar-digital-artery-of-second-digit-of-hand
HRA temp-vertebral-body-of-eighth-thoracic-vertebra
HRA temp-circular-pharyngeal-muscle
HRA temp-superficial-branch-of-lateral-plantar-artery
HRA temp-vertebral-arch-of-first-thoracic-vertebra
HRA temp-arterial-capillary
HRA temp-inferior-articular-facet-of-ninth-thoracic-vertebra
HRA temp-superior-articular-facet-of-twelfth-thoracic-vertebra
HRA temp-spermatic-cord-muscle
HRA temp-lateral-proper-plantar-digital-artery-of-first-digit-of-foot
HRA temp-lobular-vein-of-pancreas
HRA temp-head-of-second-middle-phalanx-of-foot
HRA temp-fourth-common-plantar-digital-artery
HRA temp-superficial-back-muscle
HRA temp-index-finger-medial-lymphatic-channel-3
HRA temp-opponens-digiti-minimi-muscle
HRA temp-pterygoid-hamulus-of-sphenoid-bone
HRA temp-vein-of-ductus-deferens
HRA temp-infraorbital-canal-of-maxilla
HRA temp-circumflex-lymphatic-channel
HRA temp-posterior-radicular-vein
HRA temp-plica-of-fallopian-tube-infundibulum
HRA temp-transverse-costal-facet-of-third-thoracic-vertebra
HRA temp-puboperineales-muscle
HRA temp-iliocostalis-cervicalis-muscle
HRA temp-bronchial-venule
HRA temp-inferior-articular-facet-of-tenth-thoracic-vertebra
HRA temp-ethmoidal-bulla-of-ethmoid-bone
HRA temp-jugular-foramen-of-petrous-part-of-temporal-bone
HRA temp-body-of-sphenoid-bone
HRA temp-vertebral-arch-of-fourth-cervical-vertebra
HRA temp-interspinales-cervicalis-muscle
HRA temp-interlobular-artery-of-pancreas
HRA temp-medial-proper-plantar-digital-artery-of-fifth-digit-of-foot
HRA temp-facet-of-eleventh-rib
HRA temp-olecranon-fossa-of-humerus
HRA temp-perpendicular-plate-of-ethmoid-bone
HRA temp-superficial-ulnar-lymphatic-channel
HRA temp-head-of-third-middle-phalanx-of-hand
HRA temp-groove-for-middle-meningeal-a-of-parietal-bone
HRA temp-transverse-costal-facet-of-first-thoracic-vertebra
HRA temp-vasa-recta-of-ileum
HRA temp-infraglenoid-tubercle-of-scapula
HRA temp-transitional-primary-ovarian-follicle
HRA temp-segmental-spinal-artery-2
HRA temp-inferior-articular-facet-of-second-cervical-vertebra
HRA temp-muscularis-mucosa
HRA temp-sole-of-foot-muscle
HRA temp-anterior-ethmoidal-foramen-of-ethmoid-bone
HRA temp-left-anterior-lower-uterine-segment
HRA temp-periductal-arteriole-of-accessory-pancreatic-duct
HRA temp-shaft-of-radius-of-radius
HRA temp-epitrochlear-lymph-node
HRA temp-intralobular-venule-of-pancreas
HRA temp-external-occipital-protuberance-of-squamous-part-of-occipital-bone
HRA temp-lateral-sural-artery
HRA temp-segmental-hepatic-artery
HRA temp-non-articular-facet-of-tubercle-of-first-rib
HRA temp-superior-articular-facet-of-fifth-lumbar-vertebra
HRA temp-index-finger-lateral-lymphatic-channel
HRA temp-superior-articular-process-of-second-cervical-vertebra
HRA temp-superior-articular-facet-of-fourth-cervical-vertebra
HRA temp-lunate-surface-of-os-coxa
HRA temp-right-collecting-lymph-trunk-of-lymphatics-of-testicle
HRA temp-vena-recta-of-large-intestine-4
HRA temp-head-of-second-middle-phalanx-of-hand
HRA temp-vasculature-of-fallopian-tube-intramural-segment
HRA temp-sphenopalatine-sinus
HRA temp-glenoid-fossa-of-scapula
HRA temp-thyroepiglottic-part-of-thyroarytenoid-muscle
HRA temp-iliac-fossa-of-ilium-of-os-coxa
HRA temp-second-palmar-metacarpal-artery
HRA temp-medial-posterior-cervical-intertransversarii-muscle
HRA temp-occipital-belly-of-occipitofrontalis-muscle
HRA temp-circular-longitudinal-muscle
HRA temp-early-antral-follicle
HRA temp-collecting-lymph-trunk-of-lymphatics-of-soft-parts-covering-posterior-thoracic-wall
HRA temp-superior-articular-process-of-first-cervical-vertebra
HRA temp-supraorbital-notch-or-foramen-of-frontal-bone
HRA temp-hemorrhagic-anovulatory-follicle
HRA temp-mucosa-of-fallopian-tube-intramural-segment
HRA temp-palmar-carpal-arterial-arch
HRA temp-hypophyseal-fossa-of-sphenoid-bone
HRA temp-posterior-branch-of-obturator-artery
HRA temp-pterygoid-canal-of-sphenoid-bone
HRA temp-supraspinatus-fossa-lymph-node
HRA temp-superior-parietal-artery
HRA temp-inferior-pubic-ramus-of-pubis-of-os-coxa
HRA temp-non-articular-facet-of-tubercle-of-third-rib
HRA temp-lateral-lymphatic-pathway-of-upper-arm
HRA temp-inferior-articular-facet-of-fourth-cervical-vertebra
HRA temp-mammillary-process-of-fifth-lumbar-vertebra
HRA temp-mucosa
HRA temp-fibular-facet-of-tibia
HRA temp-neck-of-radius-of-radius
HRA temp-transverse-costal-facet-of-eighth-thoracic-vertebra
HRA temp-left-medial-hepatic-artery
HRA temp-dorsal-digital-artery-of-first-digit-of-hand
HRA temp-alveolar-capillary
HRA temp-vertebral-body-of-fifth-thoracic-vertebra
HRA temp-medial-pterygoid-plate-of-sphenoid-bone
HRA temp-digastric-fossa-of-mandible
HRA temp-mucosa-of-fallopian-tube-ampulla
HRA temp-lateral-lymphatic-pathway-of-upper-arm-2
HRA temp-vertebral-arch-of-sixth-cervical-vertebra
HRA temp-medial-proper-palmar-digital-artery-of-first-digit-of-hand
HRA temp-bronchial-capillary-2
HRA temp-anterolateral-tubercle-of-tibia
HRA temp-groove-for-vertebral-artery-of-first-cervical-vertebra
HRA temp-vertebral-body-of-second-cervical-vertebra
HRA temp-central-superior-antimesenteric-ovary
HRA temp-myenteric-plexus-of-auerbach
HRA temp-facet-of-first-rib
HRA temp-dominance-antral-follicle
HRA temp-fossa-for-lacrimal-sac-of-lacrimal-bone
HRA temp-foramen-ovale-of-sphenoid-bone
HRA temp-inner-uterine-myometrium
HRA temp-left-lateral-hepatic-portal-vein
HRA temp-lower-uterine-segment
HRA temp-foramen-magnum-of-basilar-part-of-occipital-bone
HRA temp-meningohypophyseal-artery
HRA temp-scalene-tubercle-of-first-rib
HRA temp-thoracic-wall-muscle
HRA temp-lobular-artery-of-pancreas
HRA temp-sheathed-capillary-of-spleen-2
HRA temp-ceratoglossus-of-hyoglossus-muscle
HRA temp-lateral-dorsal-digital-artery-of-fourth-digit-of-hand
HRA temp-muscularis-externa
HRA temp-mandibular-notch-of-mandible
HRA temp-groove-for-subclavian-artery-of-first-rib
HRA temp-inferior-nuchal-line-of-squamous-part-of-occipital-bone
HRA temp-vertebra-prominens-of-seventh-cervical-vertebra
HRA temp-lesser-sciatic-notch-of-ischium-of-os-coxa
HRA temp-iliac-crest-of-ilium-of-os-coxa
HRA temp-inferior-articular-facet-of-eighth-thoracic-vertebra
HRA temp-segmental-spinal-artery-4
HRA temp-chorionic-ectoderm-from-chorion-
HRA temp-septal-perforating-artery-2
HRA temp-periductal-capillary-of-main-pancreatic-duct
HRA temp-lateral-superior-mesenteric-ovary
HRA temp-zygomaticofacial-foramen-of-zygomatic-bone
HRA temp-medial-superior-ovary
HRA temp-subserous-vein-of-colon
HRA temp-inferior-vein-of-sappey
HRA temp-vertebral-body-of-fifth-lumbar-vertebra
HRA temp-superior-articular-facet-of-first-cervical-vertebra
HRA temp-inferior-articular-facet-of-sixth-cervical-vertebra
HRA temp-transverse-process-of-first-cervical-vertebra
HRA temp-splenius-capitus-muscle
HRA temp-mandibular-fossa-of-squamous-part-of-temporal-bone
HRA temp-segmental-branch-of-lobar-artery-of-spleen
HRA temp-iliopubic-ramus-of-os-coxa
HRA temp-subserous-artery-of-colon
HRA temp-acetabulum-of-os-coxa
HRA temp-mucosa-of-fallopian-tube-isthmus
HRA temp-thumb-medial-lymphatic-channel-3
HRA temp-inferior-head-of-lateral-pterygoid-muscle
HRA temp-posterior-ethmoidal-foramen-of-ethmoid-bone
HRA temp-sheathed-capillary
HRA temp-ischial-body-of-ischium-of-os-coxa
HRA temp-periductal-branch-of-lobular-artery-of-pancreas
HRA temp-red-pulp-white-pulp-border
HRA temp-palmar-arch-lymphatic-channel-3
HRA temp-inferior-articular-facet-of-third-thoracic-vertebra
HRA temp-mandibular-angle-of-mandible
HRA temp-inferior-articular-facet-of-fifth-thoracic-vertebra
HRA temp-trigeminal-impression-of-petrous-part-of-temporal-bone
HRA temp-optic-canal-of-sphenoid-bone
HRA temp-arcuate-line-of-ilium-of-os-coxa
HRA temp-external-primary-capillary-plexus-of-median-eminence
HRA temp-facet-of-tenth-rib
HRA temp-internal-occipital-protuberance-of-squamous-part-of-occipital-bone
HRA temp-ischial-ramus-of-ischium-of-os-coxa
HRA temp-styloid-process-of-petrous-part-of-temporal-bone
HRA temp-right-anterior-mediastinal-lymph-node
HRA temp-transverse-costal-facet-of-seventh-thoracic-vertebra
HRA temp-lamina-propria-fallopian-tube-ampulla
HRA temp-intercondylar-notch-of-femur
HRA temp-index-finger-lateral-lymphatic-channel-3
HRA temp-right-anterior-fundus-of-uterus
HRA temp-spinous-process-of-second-cervical-vertebra
HRA temp-dorsal-branch-of-medial-proper-palmar-digital-artery-of-fifth-digit-of-hand
HRA temp-posterior-internal-frontal-artery
HRA temp-intralobular-arteriole-of-pancreas
HRA temp-hypophyseal-vein
HRA temp-left-medial-hepatic-portal-vein-2
HRA temp-vertebral-body-of-sixth-cervical-vertebra
HRA temp-iliac-tubercle-of-ilium-of-os-coxa
HRA temp-medial-proper-palmar-digital-vein-of-fifth-digit-of-hand
HRA temp-stylomastoid-foramen-of-petrous-part-of-temporal-bone
HRA temp-posterior-interosseous-lymphatic-channel
HRA temp-vertebral-arch-of-ninth-thoracic-vertebra
HRA temp-transverse-pancreatic-artery
HRA temp-glabella-of-frontal-bone
HRA temp-little-finger-lateral-lymphatic-channel-3
HRA temp-dorsal-branch-of-lateral-proper-palmar-digital-artery-of-fifth-digit-of-hand
HRA temp-levator-costarum-muscle
HRA temp-transverse-process-of-second-cervical-vertebra
HRA temp-dorsum-sellae-of-sphenoid-bone
HRA temp-medial-superior-antimesenteric-ovary
HRA temp-vasa-recta-of-jejunum
HRA temp-middle-ear-muscle
HRA temp-mental-vein
HRA temp-transverse-costal-facet-of-eleventh-thoracic-vertebra
HRA temp-incisor-artery
HRA temp-submandibular-fossa-of-mandible
HRA temp-anterior-internal-frontal-artery
HRA temp-first-common-plantar-digital-artery
HRA temp-free-part-of-arm-bone
HRA temp-intra-acinar-venule
HRA temp-superior-orbital-fissure-of-sphenoid-bone
HRA temp-lamina-propria-of-fallopian-tube-fimbria
HRA temp-central-anterior-body-of-uterus
HRA temp-cavernosal-artery
HRA temp-periductal-capillary-of-intercalated-duct-of-pancreas
HRA temp-base-of-first-proximal-phalanx-of-hand
HRA temp-acromial-process-of-scapula
HRA temp-zygomaticotemporal-artery
HRA temp-obturator-foramen-of-os-coxa
HRA temp-central-anterior-fundus-of-uterus
HRA temp-mental-foramen-of-mandible
HRA temp-middle-finger-medial-lymphatic-channel
HRA temp-lobar-artery-of-spleen
HRA temp-inferior-articular-facet-of-fifth-cervical-vertebra
HRA temp-ischiopubic-ramus-of-os-coxa
HRA temp-periductal-capillary-of-intralobular-duct-of-panceas
HRA temp-articularis-genu-muscle
HRA temp-superior-articular-facet-of-ninth-thoracic-vertebra
HRA temp-periductal-arteriole-of-interlobular-duct-of-pancreas
HRA temp-groove-for-tendon-of-flexor-hallucis-longus-muscle-of-calcaneus
HRA temp-vertebral-body-of-seventh-cervical-vertebra
HRA temp-vertebral-foramen-of-first-cervical-vertebra
HRA temp-periductal-capillary-of-accessory-pancreatic-duct
HRA temp-pelvic-floor-muscle
HRA temp-sternal-region-bone
HRA temp-right-artery-of-caudate-lobe
HRA temp-lateral-inferior-mesenteric-ovary
HRA temp-articular-surface-for-cuboid-bone-of-calcaneus
HRA temp-transverse-costal-facet-of-ninth-thoracic-vertebra
HRA temp-vertebral-arch-of-twelfth-thoracic-vertebra
HRA temp-anterior-interosseous-lymphatic-channel
HRA temp-transverse-muscle
HRA temp-posterior-branch-of-retromandibular-vein
HRA temp-greater-sciatic-notch-of-ilium-of-os-coxa
HRA temp-non-articular-facet-of-tubercle-of-fourth-rib
HRA temp-secondary-capillary-plexus-of-anterior-pituitary-gland
HRA temp-transitional-primordial-ovarian-follicle
HRA temp-seminal-vesicle-arterial-branches-of-prostatic-artery
HRA temp-non-articular-facet-of-tubercle-of-ninth-rib
HRA temp-lateral-dorsal-digital-artery-of-third-digit-of-hand
HRA temp-vertebral-body-of-twelfth-thoracic-vertebra
HRA temp-liver-immune-resident-component
HRA temp-tuberosity-of-second-distal-phalanx-of-hand
HRA temp-infraspinous-fossa-of-scapula
HRA temp-orbitofrontal-branch-of-anterior-cerebral-artery
HRA temp-middle-finger-lateral-lymphatic-channel-3
HRA temp-vasculature-of-fallopian-tube-ampulla
HRA temp-sacral-hiatus-of-sacrum
HRA temp-bulbar-vein
HRA temp-inner-pals
HRA temp-tuberosity-of-fifth-distal-phalanx-of-hand
HRA temp-supraspinous-fossa-of-scapula
HRA temp-red-pulp-venule-of-spleen
HRA temp-petrotympanic-fissure-of-squamous-part-of-temporal-bone
HRA temp-rectus-capitius-posterior-minor-muscle
HRA temp-non-articular-facet-of-tubercle-of-second-rib
HRA temp-medial-proper-plantar-digital-artery-of-first-digit-of-foot
HRA temp-subcapsule
HRA temp-second-posterior-perforating-branch-of-plantar-arch
HRA temp-non-penicillar-arteriole-of-spleen
HRA temp-anterior-lymph-trunk-of-accompanying-suprarenal-vein
HRA temp-sternal-end-of-eighth-rib
HRA temp-middle-nasal-concha-of-ethmoid-bone
HRA temp-palmar-arch-lymphatic-channel
HRA temp-plica-of-fallopian-tube-intramural-segment
HRA temp-free-part-of-leg-bone
HRA temp-medial-lenticulostriate-artery
HRA temp-medial-lymphatic-pathway-of-upper-arm
HRA temp-hiatus-and-groove-of-petrous-part-of-temporal-bone-for-greater-petrosal-nerve
HRA temp-coccygeal-cornu-of-coccyx
HRA temp-little-finger-medial-lymphatic-channel
HRA temp-thyropharyngeal-part-of-inferior-pharyngeal-constrictor-muscle
HRA temp-levatores-costarum-breves-of-levator-costarum-muscle
HRA temp-bronchial-arteriole
HRA temp-vertebral-body-of-tenth-thoracic-vertebra
HRA temp-greater-wings-of-sphenoid-bone
HRA temp-orbitofrontal-branch-of-middle-cerebral-artery
HRA temp-sacral-spine-of-sacrum
HRA temp-transverse-nasal-root-vein
HRA temp-vertebral-arch-of-second-thoracic-vertebra
HRA temp-epithelium
HRA temp-sphincter-urethrae-muscle
HRA temp-vertebral-body-of-eleventh-thoracic-vertebra
HRA temp-middle-pharyngeal-artery
HRA temp-anterior-gluteal-line-of-ilium-of-os-coxa
HRA temp-sacral-apex-of-sacrum
HRA temp-inferior-articular-process-of-second-cervical-vertebra
HRA temp-auricular-surface-of-ilium-of-os-coxa
HRA temp-mastoid-process-of-mastoid-part-of-temporal-bone
HRA temp-middle-internal-frontal-artery
HRA temp-interlobular-vein-of-pancreas
HRA temp-lamina-of-first-cervical-vertebra
HRA temp-submucosal-vein-of-colon
HRA temp-branch-of-mucous-plexus-of-colon
HRA temp-base-of-first-distal-phalanx-of-foot
HRA temp-inferior-articular-facet-of-first-cervical-vertebra
HRA temp-vertebral-arch-of-fifth-cervical-vertebra
HRA temp-groove-for-posterior-deep-temporal-artery-of-squamous-part-of-temporal-bone
HRA temp-superior-articular-facet-of-first-lumbar-vertebra
HRA temp-supraglenoid-tubercle-of-scapula
HRA temp-anterior-branch-of-retromandibular-vein
HRA temp-cutaneous-arteriole
HRA temp-superior-articular-facet-of-sixth-thoracic-vertebra
HRA temp-lesser-wings-of-sphenoid-bone
HRA temp-splenic-venules
HRA temp-secondary-capillary-plexus-of-anterior-pituitary-gland-2
HRA temp-dorsum-of-foot-muscle
HRA temp-sternal-end-of-first-rib
HRA temp-cutaneous-venule
HRA temp-branch-of-superficial-white-pulp-capillary-of-spleen
HRA temp-first-posterior-perforating-branch-of-plantar-arch
HRA temp-vertebral-body-of-sixth-thoracic-vertebra
HRA temp-inferior-costal-facet-of-eleventh-thoracic-vertebra
HRA temp-efferent-lymphatics-from-fifth-or-sixth-lowermost-intercostal-spaces
HRA temp-vertebral-body-of-fourth-cervical-vertebra
HRA temp-superior-longitudinal-lingual-muscle
HRA temp-vasa-recta-of-colon
HRA temp-serosa
HRA temp-cribiform-plate-of-ethmoid-bone
HRA temp-transverse-foramen-of-first-cervical-vertebra
HRA temp-costal-groove-of-first-rib
HRA temp-central-inferior-mesenteric-ovary
HRA temp-ventral-part-of-intertransversarii-laterales-lumborum-muscle
HRA temp-alveolar-border-of-mandible
HRA temp-frontal-crest-of-frontal-bone
HRA temp-medial-proper-plantar-digital-artery-of-third-digit-of-foot
HRA temp-posterior-accessory-saphenous-vein
HRA temp-acetabular-notch-of-os-coxa
HRA temp-intramedullary-radial-vein
HRA temp-mylohyoid-groove-of-mandible
HRA temp-sternal-angle-of-sternum
HRA temp-sella-turcica-of-sphenoid-bone
HRA temp-small-thyroid-vein
HRA temp-superior-articular-facet-of-fourth-thoracic-vertebra
HRA temp-median-sacral-crest-of-sacrum
HRA temp-central-posterior-fundus-of-uterus
HRA temp-sternal-end-of-fifth-rib
HRA temp-radial-fossa-of-humerus
HRA temp-longitudinal-pharyngeal-muscle
HRA temp-plica-of-fallopian-tube-isthmus
HRA temp-tonsil-germinal-center-mantle-zone
HRA temp-little-finger-lateral-lymphatic-channel
HRA temp-periductal-branch-of-lobular-vein-of-pancreas
HRA temp-periductal-branch-of-interlobular-vein-of-pancreas
HRA temp-left-anterior-mediastinal-lymph-node
HRA temp-transverse-costal-facet-of-sixth-thoracic-vertebra
